»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.51.0
»»»  Vision Version:	5.51.3 (R)
»»»  Vision Compiled:	8/27/25
»»»  Driver Version:	5.51.0
»»»  Windows Version:	Windows 7
»»»  Processor Information:	x86 (AMD or Intel) - 2 Processors
»»»  Tester Name:	PMF20724-485 (500V)
»»»  Tester S/N:	PMF20724-485
»»»  Internal Amp Type:	500V Rev D Slow
»»»  Internal Amp S/N:	  iAB5-000/D   
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	3/12/2026 - 12:39:36
Configured:	03/09/26 06:20:57 PM
Executed:	03/12/26 12:29:29 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	
Lot Name:	
Wafer Name:	
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	3.14e-06
Sample Thickness (microns):	8.00e-02

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PMF20724-485 (500V)
Tester Serial Number:	PMF20724-485
Return Signal Amp. Level:	20.0 [Index: 0]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hysteresis-1493
Volts:	0.60
Field:	75.00 (kV/cm)
DCBias:	0.40
DCField:	50.00 (kV/cm)
Hysteresis Period (ms):	2.00e-01
Preset:	Enabled
Preset Delay (ms):	1.00e+03
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	401

Valid Data

Point	Time (ms)	Drive Voltage	Measured Polarization (uC/cm2)	Capacitance (uF)	Normalized Capacitance (uF/cm2)	Dielectric Constant	Instantaneous Current (mA)
 185	9.2000e-02	0.2060	-20.240800	0.000089	28.267819	2.553972	0.002126
 186	9.2500e-02	0.2197	-19.940618	0.000079	25.082713	2.266201	0.001886
 187	9.3000e-02	0.2266	-19.586833	0.000093	29.561768	2.670880	0.002223
 188	9.3500e-02	0.2401	-19.237813	0.000092	29.163630	2.634908	0.002193
 189	9.4000e-02	0.2539	-18.874498	0.000095	30.358045	2.742822	0.002283
 190	9.4500e-02	0.2628	-18.450432	0.000111	35.434308	3.201458	0.002664
 191	9.5000e-02	0.2760	-18.025175	0.000112	35.533843	3.210451	0.002672
 192	9.5500e-02	0.2878	-17.648758	0.000099	31.452925	2.841744	0.002365
 193	9.6000e-02	0.3004	-16.953099	0.000183	58.128191	5.251830	0.004371
 194	9.6500e-02	0.3134	-16.592167	0.000095	30.158976	2.724837	0.002268
 195	9.7000e-02	0.3255	-15.879832	0.000187	59.521675	5.377731	0.004476
 196	9.7500e-02	0.3391	-15.504605	0.000098	31.353391	2.832751	0.002358
 197	9.8000e-02	0.3506	-14.756534	0.000196	62.507712	5.647516	0.004700
 198	9.8500e-02	0.3628	-14.215731	0.000142	45.188697	4.082759	0.003398
 199	9.9000e-02	0.3725	-13.505778	0.000186	59.322606	5.359745	0.004461
 200	9.9500e-02	0.3864	-12.839900	0.000175	55.639827	5.027009	0.004184
 201	1.0000e-01	0.3990	-12.195463	0.000169	53.848204	4.865137	0.004049
 202	1.0050e-01	0.4076	-11.473598	0.000189	60.317952	5.449673	0.004535
 203	1.0100e-01	0.4210	-10.810102	0.000174	55.440758	5.009023	0.004169
 204	1.0150e-01	0.4330	-10.113253	0.000183	58.227726	5.260823	0.004378
 205	1.0200e-01	0.4452	-9.446183	0.000175	55.739361	5.036002	0.004191
 206	1.0250e-01	0.4590	-8.817232	0.000165	52.554255	4.748230	0.003952
 207	1.0300e-01	0.4680	-8.009601	0.000212	67.484441	6.097159	0.005074
 208	1.0350e-01	0.4797	-7.456886	0.000145	46.184042	4.172687	0.003473
 209	1.0400e-01	0.4925	-6.673079	0.000206	65.493750	5.917302	0.004925
 210	1.0450e-01	0.5046	-6.212086	0.000121	38.519880	3.480237	0.002896
 211	1.0500e-01	0.5185	-5.394926	0.000215	68.280718	6.169102	0.005134
 212	1.0550e-01	0.5265	-4.573001	0.000216	68.678856	6.205074	0.005164
 213	1.0600e-01	0.5387	-3.757032	0.000214	68.181183	6.160109	0.005127
 214	1.0650e-01	0.5485	-2.761192	0.000261	83.210904	7.518031	0.006257
 215	1.0700e-01	0.5656	-1.880898	0.000231	73.556050	6.645724	0.005531
 216	1.0750e-01	0.5778	-0.814778	0.000280	89.083444	8.048610	0.006698
 217	1.0800e-01	0.5862	0.241813	0.000277	88.287167	7.976667	0.006639
 218	1.0850e-01	0.6007	1.374640	0.000297	94.657380	8.552210	0.007118
 219	1.0900e-01	0.6120	2.532482	0.000304	96.747606	8.741060	0.007275
 220	1.0950e-01	0.6241	3.699854	0.000306	97.543882	8.813003	0.007335
 221	1.1000e-01	0.6345	5.012552	0.000345	109.687100	9.910132	0.008248
 222	1.1050e-01	0.6475	6.252587	0.000326	103.615491	9.361568	0.007791
 223	1.1100e-01	0.6611	7.353252	0.000289	91.969946	8.309403	0.006915
 224	1.1150e-01	0.6705	8.542065	0.000312	99.335505	8.974875	0.007469
 225	1.1200e-01	0.6864	9.746364	0.000316	100.629454	9.091782	0.007567
 226	1.1250e-01	0.6963	10.945899	0.000315	100.231316	9.055810	0.007537
 227	1.1300e-01	0.7084	12.000107	0.000277	88.088098	7.958681	0.006624
 228	1.1350e-01	0.7178	13.171052	0.000307	97.842486	8.839982	0.007357
 229	1.1400e-01	0.7343	14.082317	0.000239	76.143949	6.879538	0.005725
 230	1.1450e-01	0.7441	15.065054	0.000258	82.116023	7.419110	0.006175
 231	1.1500e-01	0.7544	15.957259	0.000234	74.551396	6.735652	0.005606
 232	1.1550e-01	0.7645	16.770846	0.000214	67.982114	6.142124	0.005112
 233	1.1600e-01	0.7803	17.517726	0.000196	62.408178	5.638523	0.004693
 234	1.1650e-01	0.7913	18.176457	0.000173	55.042619	4.973052	0.004139
 235	1.1700e-01	0.8035	18.789923	0.000161	51.260306	4.631323	0.003854
 236	1.1750e-01	0.8154	19.455802	0.000175	55.639827	5.027009	0.004184
 237	1.1800e-01	0.8289	19.773851	0.000083	26.575731	2.401094	0.001998
 238	1.1850e-01	0.8457	20.369449	0.000156	49.767287	4.496430	0.003742
 239	1.1900e-01	0.8525	20.716087	0.000091	28.964561	2.616922	0.002178
 240	1.1950e-01	0.8652	21.194948	0.000126	40.012899	3.615130	0.003009
 241	1.2000e-01	0.8746	21.427231	0.000061	19.409242	1.753608	0.001459
 242	1.2050e-01	0.8863	21.838193	0.000108	34.339428	3.102537	0.002582
 243	1.2100e-01	0.9003	22.040697	0.000053	16.920878	1.528786	0.001272
 244	1.2150e-01	0.9111	22.364702	0.000085	27.073404	2.446058	0.002036
 245	1.2200e-01	0.9274	22.608897	0.000064	20.404588	1.843536	0.001534
 246	1.2250e-01	0.9361	22.865004	0.000067	21.399933	1.933465	0.001609
 247	1.2300e-01	0.9480	23.113964	0.000065	20.802726	1.879508	0.001564
 248	1.2350e-01	0.9598	23.331953	0.000057	18.214827	1.645693	0.001370
 249	1.2400e-01	0.9730	23.536839	0.000054	17.119947	1.546772	0.001287
 250	1.2450e-01	0.9823	23.692885	0.000041	13.039029	1.178065	0.000980
 251	1.2500e-01	0.9942	23.810814	0.000031	9.853923	0.890293	0.000741
 252	1.2550e-01	0.9855	24.046670	-0.000062	-19.707846	-1.780586	0.001482
 253	1.2600e-01	0.9725	23.904918	0.000037	11.844614	1.070150	-0.000891
 254	1.2650e-01	0.9624	23.939463	-0.000009	-2.886503	-0.260793	0.000217
 255	1.2700e-01	0.9504	23.782225	0.000041	13.138564	1.187058	-0.000988
 256	1.2750e-01	0.9382	23.798902	-0.000004	-1.393484	-0.125900	0.000105
 257	1.2800e-01	0.9248	23.626178	0.000045	14.432513	1.303965	-0.001085
 258	1.2850e-01	0.9169	23.553515	0.000019	6.071609	0.548564	-0.000457
 259	1.2900e-01	0.9019	23.447499	0.000028	8.858577	0.800365	-0.000666
 260	1.2950e-01	0.8881	23.366498	0.000021	6.768351	0.611515	-0.000509
 261	1.3000e-01	0.8813	23.270011	0.000025	8.062300	0.728422	-0.000606
 262	1.3050e-01	0.8672	23.137788	0.000035	11.048338	0.998208	-0.000831
 263	1.3100e-01	0.8541	23.025816	0.000029	9.356250	0.845329	-0.000704
 264	1.3150e-01	0.8424	22.944814	0.000021	6.768351	0.611515	-0.000509
 265	1.3200e-01	0.8340	22.731590	0.000056	17.816689	1.609722	-0.001340
 266	1.3250e-01	0.8180	22.717296	0.000004	1.194415	0.107914	-0.000090
 267	1.3300e-01	0.8072	22.523131	0.000051	16.224136	1.465836	-0.001220
 268	1.3350e-01	0.7973	22.258685	0.000069	22.096675	1.996415	-0.001662
 269	1.3400e-01	0.7824	22.172919	0.000023	7.166489	0.647486	-0.000539
 270	1.3450e-01	0.7714	22.163390	0.000003	0.796277	0.071943	-0.000060
 271	1.3500e-01	0.7585	21.947783	0.000057	18.015758	1.627708	-0.001355
 272	1.3550e-01	0.7439	21.840576	0.000028	8.958112	0.809357	-0.000674
 273	1.3600e-01	0.7346	21.671426	0.000044	14.133909	1.276986	-0.001063
 274	1.3650e-01	0.7240	21.498702	0.000045	14.432513	1.303965	-0.001085
 275	1.3700e-01	0.7125	21.314067	0.000048	15.427859	1.393893	-0.001160
 276	1.3750e-01	0.6998	21.128241	0.000049	15.527394	1.402886	-0.001168
 277	1.3800e-01	0.6861	20.962664	0.000043	13.835306	1.250008	-0.001040
 278	1.3850e-01	0.6743	20.760161	0.000053	16.920878	1.528786	-0.001272
 279	1.3900e-01	0.6628	20.574335	0.000049	15.527394	1.402886	-0.001168
 280	1.3950e-01	0.6500	20.395655	0.000047	14.930186	1.348929	-0.001123
 281	1.4000e-01	0.6405	20.170519	0.000059	18.812034	1.699651	-0.001415
 282	1.4050e-01	0.6275	19.808396	0.000095	30.258510	2.733830	-0.002275
 283	1.4100e-01	0.6121	19.572539	0.000062	19.707846	1.780586	-0.001482
